robot,opponent,win,loss,draw,percent
my_robots/wasp_emote/model_27_1600_3133812.h5,zoo.kamikaze,20.0,0.0,0.0,100.0
my_robots/wasp_emote/model_27_1600_3133812.h5,zoo.might_win_sometimes,20.0,0.0,0.0,100.0
my_robots/wasp_emote/model_27_1600_3133812.h5,zoo.sunguard,20.0,0.0,0.0,100.0
my_robots/wasp_emote/model_27_1600_3133812.h5,zoo.random_bot,20.0,0.0,0.0,100.0
my_robots/wasp_emote/model_27_1600_3133812.h5,zoo.terrible_bot,20.0,0.0,0.0,100.0
my_robots/wasp_emote/model_27_1600_3133812.h5,zoo.guard_bot,20.0,0.0,0.0,100.0
my_robots/wasp_emote/model_27_1600_3133812.h5,zoo.random_no_suicide,20.0,0.0,0.0,100.0
my_robots/wasp_emote/model_27_1600_3133812.h5,zoo.simple_bot,20.0,0.0,0.0,100.0
my_robots/wasp_emote/model_27_1600_3133812.h5,zoo.goulinator,20.0,0.0,0.0,100.0
my_robots/wasp_emote/model_27_1600_3133812.h5,zoo.rowlake,19.0,0.0,1.0,97.5
my_robots/wasp_emote/model_27_1600_3133812.h5,zoo.schmosby,19.0,1.0,0.0,95.0
my_robots/wasp_emote/model_27_1600_3133812.h5,zoo.gir,19.0,1.0,0.0,95.0
my_robots/wasp_emote/model_27_1600_3133812.h5,zoo.snoflake,17.0,1.0,2.0,90.0
my_robots/wasp_emote/model_27_1600_3133812.h5,zoo.supershibe,17.0,2.0,1.0,87.5
my_robots/wasp_emote/model_27_1600_3133812.h5,zoo.btr,4.0,14.0,2.0,25.0
my_robots/wasp_emote/model_27_1600_3133812.h5,zoo.spferical,0.0,20.0,0.0,0.0
my_robots/wasp_emote/model_27_1600_3133812.h5,zoo.dulladob,0.0,20.0,0.0,0.0
,,275.0,59.0,6.0,81.76470588235294
